1,10000.000000,10,0.140000,86,1.000000,0.960337,1.000000,1.069767,0.108808,0.299456,0.375681,0,0,6,0,0,0,9,19,22,12,18,0,0,14,0,0
1,10000.000000,10,0.140000,86,1.000000,0.960337,1.000000,1.069767,0.108808,0.299456,0.375681,0,0,6,0,0,0,9,19,22,12,18,0,0,14,0,0
1,10000.000000,8569,0.140000,86,1.000000,0.956384,1.000000,1.290698,0.101828,0.289425,0.361781,0,1,5,0,0,0,6,12,32,15,15,0,0,14,0,0
1,10000.000000,7347,0.140000,86,1.000000,0.998849,1.000000,1.116279,0.094737,0.298893,0.365314,0,2,4,0,0,0,7,20,23,10,20,0,0,14,0,0
1,10000.000000,11338,0.140000,86,1.000000,0.846837,1.000000,1.186047,0.085106,0.291902,0.352166,0,0,6,0,0,0,6,19,25,8,22,0,0,14,0,0
1,10000.000000,10180,0.150000,85,1.000000,1.000706,1.000000,1.200000,0.106267,0.307547,0.381132,0,0,5,0,0,0,7,21,22,13,17,0,0,15,0,0
1,10000.000000,24850,0.170000,83,1.000000,0.930229,1.000000,1.156627,0.121662,0.324649,0.406814,0,0,3,0,0,0,9,20,21,11,19,0,0,17,0,0
1,10000.000000,28894,0.190000,81,1.000000,0.930210,1.000000,1.197531,0.105085,0.350220,0.418502,0,0,1,0,0,0,3,29,18,13,17,0,0,19,0,0
1,10000.000000,5065,0.170000,83,1.000000,0.954783,1.000000,1.253012,0.105740,0.323108,0.394683,0,1,2,0,0,0,7,21,22,9,21,0,0,17,0,0
1,10000.000000,5631,0.150000,85,1.000000,1.110094,1.000000,1.211765,0.122995,0.315018,0.399267,0,1,4,0,0,0,8,22,20,18,12,0,0,15,0,0
1,10000.000000,12704,0.170000,83,1.000000,0.986108,1.000000,1.048193,0.119048,0.321212,0.402020,0,2,1,0,0,0,9,16,25,10,20,0,0,17,0,0
1,10000.000000,11144,0.140000,86,1.000000,0.955581,1.000000,1.034884,0.111111,0.302703,0.380180,0,1,5,0,0,0,9,20,21,13,17,0,0,14,0,0
1,10000.000000,25449,0.170000,83,1.000000,1.094892,1.000000,1.469880,0.072100,0.312500,0.362069,0,0,3,0,0,0,2,21,27,7,23,0,0,17,0,0
1,10000.000000,7819,0.170000,83,1.000000,0.842807,1.000000,1.072289,0.103030,0.325153,0.394683,0,1,2,0,0,0,4,23,23,14,16,0,0,17,0,0
1,10000.000000,12546,0.130000,87,1.000000,1.043828,1.000000,1.402299,0.088608,0.293381,0.355993,0,1,6,0,0,0,6,23,21,11,19,0,0,13,0,0
